,text,target
23963,RT #USER#: Disfruta centrándote en ti,0
23964,#USER# viste boluda es q capaz no te gusta el shipp pero los fan arts son bellísimos,0
23965,"#USER# #USER# #USER# a ver el Celta se ha dejado mal el solito, el campo tiene ke estar en condicioned",0
23966,"RT #USER#: Al menos sabe lo que dice, so gañán. #URL#",1
23967,"#USER# #USER# A ver amigo, si no entiende el humor, yo lo siento",1
23968,Puta que ofertón #URL#,1
23969,#USER# Manchada tienes tu cara de idiota #USER# 😂,1
23970,"Se han perdido por el camino los valores tradicionales y sobretodo el ideal del amor patrio, el resultado podemos verlo dia tras día.",1
23971,Que bien pinta Cumic👏👏,0
23972,RT #USER#: Dice #USER# que le recomienda a Joh ir ambos a Nueva York para demostrar quien es quien.,1
23973,"Tu huevos ahí, grande. ⚔️🇪🇸⚔️ #HASHTAG# #URL#",1
23974,"Partido serio, me quedo con la piña del final del partido,el equipo quiere. VCF o MORT #HASHTAG#",1
23975,"#USER# #USER# #USER# No, ya se encarga la Marquesa de Galapagar joder por lo que muchas mujeres lucharon durante años......",1
23976,Este el domingo va a misa. #URL#,0
23977,dale hijo d puta respondemee,0
23978,#USER# Pero esto es muy muy paleto no?!!,0
23979,#USER# NOOOO YO DIGO EL NOMBRE AJDHKASHJSJAJAJAJA. Me quiero cambiar el nombre. :v,0
23980,RT #USER#: HOY viernes en La Villana #URL#,0
23981,RT #USER#: Funcionamiento detallado de una vacuna en el cuerpo. #URL#,0
23982,RT #USER#: Tienen a la chica que todos quisieran tener a su lado y asi mismo no las valoran🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,1
23983,#USER# Espero que ese lobotomia haya sido un éxito. Bendiciones Cristian 💛,0
23984,#USER# Así es nena🤍 desde el cielo nos observa y nos cuida🕊️✨🤍,0
23985,Pero que hace suso trabajando en viva la vida?si tiene 2 neuronas y una no le funciona como diria adara madre miaaaaa,1
23986,"#USER# #USER# #USER# Q tu incapacidad no permita q los veas, no signica q no existan😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1
23987,RT #USER#: Así homenajearon a Perón los formoseños #URL#,1
23988,"En cuanto aprueben la Ley Trans me cambio el nombre para que me reserven plaza en algunas oposiciones del Estado. Y como yo, miles.",1
23989,RT #USER#: 🚨 🎥 Están CENSURANDO este VÍDEO de #USER# . Máxima difusión. ⬇️ #URL#,0
23990,#USER# #USER# #USER# #USER# #USER# Ustedes los rojos?Siempre. Eternos perdedores🤣,1
23991,RT #USER#: Va a parecer esto la privada.,1
23992,#USER# #USER# #USER# Que tontito sois sois. De verdad. Como os gusta el puto victimismo. 🤣,1
23993,RT #USER#: SENADOR LATORRE SE SALTO LA FILA Se llenan la BOCA con la IGUALDAD #URL#,1
23994,RT #USER#: Nunca dejes que lo urgente te separe de lo más importante. #URL#,0
23995,"#USER# Dinero que sale de los impuestos de esos hosteleros, comerciantes y autónomos abandonados, entre otros.",1
23996,RT #USER#: ¿Cómo es el Gatillazo de un terrorista.? Así: #URL#,1
23997,"Apenas un mes del 2021 y por mucho, ya fue uno de los peores años de mi vida.",0
23998,#USER# #USER# No veo el tuit de la escoria comunista #USER# para cargarme en su puta y roja madre de mierda,1
23999,"RT #USER#: Arturo Pérez-Reverte: ""Carrillo y la Pasionaria ayudaron a Stalin a asesinar españoles"" #URL#",1
24000,#USER# Después de las marranadas siempre me arrepiento de no haber usado el tiempo para dormir :/,0
24001,"Esta ambición desmedida Por las mujeres, la pasta y los focos 🎶",1
24002,#USER# No esperaba menos de éste esperpento.,1
24003,#USER# Con dos c0jones 👏👏👏👏,1
24004,RT #USER#: El mensaje “que linda estabas” después de verse es un mil más.,0
24005,RT #USER#: Ahora en SOL. Madrid. Concentración en favor de Pablo Hasel #URL#,1
24006,"#USER# #USER# Ya despertaste, tuviste una pesadilla, pobre de ti.",1
24007,#USER# Presentame a tu sobrina lonche 😋🤤,0
24008,"#USER# Menudo vendido. Cada vez le queda menos para desaparecer ,esperemos que sea pronto. Nunca a defendido la patria como toca.",1
24009,"RT #USER#: No hay que hacerse un ocho por no tener pareja en este día, hay tantos amores más que solo el romántico para celebrar",0
24010,RT #USER#: Y tiene una estatua en Madrid.,1
24011,"Si quieres más, ya lo verás 🎶 🔥💎💥 #USER#.jonne #USER# #USER# #USER# #USER#.sotg #URL#",1
24012,#USER# #USER# Si. Gobierna con podemos,1
24013,Cuando entiendes las cosas se siente tan placentera y llevadera la vida.,0
24014,"No entregaron el gobierno, por que ellos habían llegado antes",1
24015,Pueden parar con estos tuits? Somos lo mas grande que hay😌 #URL#,0
24016,BRAVO POR #USER# 👉VOX triunfa con el #HASHTAG# para exigir que el socialista abandone La Moncloa #URL#,1
24017,"#USER# Pues estoy de acuerdo, fue clave para salvarnos",0
24018,#USER# Chuparlo es una opción #URL#,1
24019,"Ya casi maldita sea, ya que empiece la temporada por favor #URL#",0
24020,#USER# A la carcel por apropiación indebida,0
24021,RT #USER#: Luego harán una ley de memoria del Covid y dirán que los socialistas fueron los primeros en construir un hospital volador.,1
24022,#USER# #USER# yo al principio la odiaba pero d repente es como q me encanta,0
24023,#USER# A todo Mal que te hacen desea siempre el Bien!,1
24024,"RT #USER#: 1 u$s = $154 argentos, 1$ argento = 0,011 u$s, uds. sigan con Sarlo y el índice UV nomás #USER#",1
24025,"#USER# A la potorra no le ponen los cuernos, le ponen las astas y de eso no se habla",1
24026,#USER# #USER# Follow porque te gustan los mininos como a mi,1
24027,RT #USER#: Por qué será Iker yo diría que estamos ante un misterio,0
24028,"#USER# Cuánto pesao y llorón aquí con lo de las vacunas. Y tú más, y tú guardas 🤣🤣🤣",1
24029,#USER# A si somos varios... por acá no corren los comunistas.... viva chile!!,1
24030,"RT #USER#: Eres tan feo que cuando tu madre te apagaba la luz, el monstruo de debajo la cama la encendía.",0
24031,"A veces la diferencia entre ser un héroe y ser un maltratador, es el sexo de la persona que agrede a tu pareja. #URL#",1
24032,"RT #USER#: Si nunca te acosó una lesbiana o un gay, fracasaste como guapo.",1
24033,RT #USER#: Me gusta el humor sobre alternos: ¿Cuántos alternos se necesitan para cambiar un bombillo?,0
24034,#USER# la q tiene buen gusto**,0
24035,#USER# Siguen viviendo en su mundo imaginario !!🤦‍♀️,1
24036,#USER# #USER# #USER# Yo lo tengo clarisimo hace mucho.,1
24037,#USER# #USER# Hijo de puta que esto es muy serio,0
24038,RT #USER#: Que te genocide una chica fea 🙄😤 Que te genocide una chica guapa 😍 😳,0
24039,#USER# luis maita desde puerto la cruz venezUeLA,1
24040,RT #USER#: PABLO HASEL ya puede presumir de haber pisado la Universidad.,1
24041,RT #USER#: El Kiko este es bazofia humana #HASHTAG#,0
24042,El milagro de navidad es que me ofreciera a lavar los platos a,0
24043,954 patos han muerto en la Presa-Lago de Guadalupe en Izcalli #URL#,1
24044,"#USER# En Madrid, y en las demás capitales, regiones...",1
24045,RT #USER#: En qué país del mundo se revienta y saquea una comisaría y media ciudad y apenas hay detenidos? Nos lo hacemos mirar?,1
24046,"#USER# Y mientras aquí, a verlas venir. Siempre igual. Hasta q no pasa algo grave, no sé toman medidas",1
24047,#USER# Donde estaría la Cruz del valle de los caídos?,1
24048,"Y que a veces .. talvez, estar solo es mejor ~",0
24049,#USER# ¿Progres? Más bien regresivos.,1
24050,RT #USER#: Confirmen si todos estamos esperando que salga un tipo a prender fuego todo para agarrar cada uno su antorcha.,0
24051,RT #USER#: Cuánto daño han hecho. Criminales.,0
24052,RT #USER#: x mucho alcohol q bebas si estás enamorado d vd no fallas,0
24053,RT #USER#: Pues se ha liado 😒,1
24054,#USER# Las dos aptitudes,1
24055,"RT #USER#: Estos gatitos fueron abandonados, si alguien quiere darle un hogar a uno de ellos, avisenme. :) RT RT RT🐱🐱",1
24056,RT #USER#: Por favor que se quede así. Que este hombre sea recordado por esto. #URL#,1
24057,RT #USER#: #USER# Ole mi niña cómo me cuida¡¡¡😘😘😘 #URL#,1
24058,"RT #USER#: ""PP y PSOE pactan un 'cordón sanitario' contra Vox en su feudo de El Ejido"" #URL#",1
24059,"Siempre lo dije, Cs es un partido Chaquetero y ahora Traidor, ojalá desaparezca antes de lo previsto. #URL#",1
24060,"Imagínate, con lo que te acuestas y con lo que te levantas. #URL#",0
24061,#USER# Has visto algún político dimitir por meter la pata? Pues eso,0
24062,Si esta publicación llega a los 20 likes pongo mi foto de niño.,1
24063,RT #USER#: ¡Que levanten la mano los que apoyan! 👇👇👇👇 #HASHTAG# #HASHTAG# #URL#,1
24064,RT #USER#: #HASHTAG# 🚨| Reportan nuevo enfrentamiento armado en Angahuan Más información 👇🏻 #URL#,1
24065,RT #USER#: Globalismo o soberanía. #URL#,1
24066,RT #USER#: 🚨 Hoy hace un año de este tweet. (Y cuando despertó el dinosaurio todavía estaba ahí) #URL#,1
24067,RT #USER#: Dimite un diputado alemán por corrupción en la compra de mascarillas #URL#,0
24068,RT #USER#: Esto acaba de pasar en la televisión pública. #URL#,1
24069,RT #USER#: Te guardaría rencor pero no quiero tener nada tuyo.,0
24070,#USER# Dónde es ?,1
24071,El chaval ha escogido bien #URL#,0
24072,"RT #USER#: Sé que es una banalidad en este momento, pero... ¿con que remera saldrías a la calle? #URL#",0
24073,"Este finde aprendí que no podría estar con alguien que no crea en la amistad entre el hombre y la mujer, y me cele de mis amigos 🙅🏻‍♀️",0
24074,Amikos saben de alguien que arregle mamalón la espalda? Ya no aguanto el perro dolor de espalda y hombro 😬,0
24075,RT #USER#: Juan José Tamayo: 'La alianza entre la ultraderecha y el fundamentalismo religioso se consolida en España',1
24076,RT #USER#: La madre que me parió yo ya no sé dónde vivo #URL#,0
24077,Un narco infiltrado en el Gobierno mexicano que no es protegido por AMLO #URL#,0
24078,dios q me importa marley poneme a andrea rincón,0
24079,"#USER# #USER# Falso, ese día se lucha para quitar derechos ajenos, como por ejemplo el derecho a la presunción de inocencia.",1
24080,#USER# Es el modelo Iceta.,0
24081,#USER# #USER# ¿Cuando maten a un policía será culpa suya por haber ido donde hay antisistema?,1
24082,"RT #USER#: Los más jóvenes no lo sabéis, pero aquí antes tuiteábamos en latín.",0
24083,Es una chicana de Cristina escribir un libro sabiendo que Macri no sabe leer...,0
24084,Al fin algo bueno en Londres. #URL#,0
24085,"RT #USER#: Salir a caminar, clavar auriculares, musica al 100, te olvidas un toque de todo, es uno de los placeres mas lindos",0
24086,#USER# #USER# 🤣🤣🤣🤣🤣🤣🤣🤣 Que me lo cuenten a mí...,1
24087,RT #USER#: La gente siguió instrucciones en la playa hoy. #URL#,0
24088,RT #USER#: Que grupo de personas votan a podemos?,1
24089,Te hablo de Chávez en la primera cita.,0
24090,¡Nos vemos en un ratito! #URL#,0
24091,RT #USER#: Cómo empezó // cómo va #URL#,0
24092,#USER# #USER# Brooo tremendos tenis eran mis favoritos los amaba,0
24093,Más de 30 jóvenes detenidos en Águilas por formar bandas y robar en comercios. #URL#,1
24094,#USER# Son de izquierdas pero piensan diferente. De todas formas Nose de que te sorprendes si era esto más claro que el agua,0
24095,RT #USER#: ¿Les suena familiar? #URL#,1
24096,RT #USER#: te imaginas dormirte mientras te tocan el pelo??? una maravilla,0
24097,Estoy súper cansada 🥱🥴,1
24098,Más de éstos Ladrones y parásitos. Bravo por el juez 👏🏻😠 #URL#,1
24099,#USER# La primera vez q veo el coronavirus!!!🤔..,1
24100,RT #USER#: Joe biden y kamala harris bombardeando al medio oriente: #URL#,1
24101,⁦#USER#⁩ que se publi me has dado ! 🤷🏼‍♀️🙋‍♀️ ¿ te gusta comer ? Cocina fácil guchipuchy ! 😂😂😂 #URL#,1
24102,RT #USER#: #USER# Le preguntas la hora y te parte la tibia,0
24103,Me peldi el juego csm,0
24104,RT #USER#: Barcelona. Al parecer saquear tiendas también es en apoyo a #HASHTAG# #URL#,1
24105,"#USER# ppppero pablo, KOUNDE la ha cagado🤭🤭🤭🤭 como es eso?! no era el mejor central del mundo por meter un gol al barcelona?!",0
24106,"#USER# jajaja, solo tienes que ver los comentarios o los citados del tweet para que veas lo ardidas que se pusieron 🤣",1
24107,#USER# #USER# Mezclar churras con merinas y hacer un tótem revolotum no es serio.,1
24108,El padre investiga cerebros. Tiene trabajo en casa #HASHTAG#,0
24109,RT #USER#: Os lo pregunto antes de que juegue el Madrid. ¿Aguantará el Atleti la presión y ganará la Liga? SI: RT NO:❤️,1
24110,"RT #USER#: Viendo las cosas que hacía Antonio Maestre, deduzco que de pequeño era un can. #URL#",1
24111,#USER# porque es mejor repartír ese sitio entre 3 y así que tengan más monopolio. Arenas es así. Caciquismo 1 - Anubis 0,0
24112,#USER# Buenos días Juan Carlos 💋💋,1
24113,"#USER# #USER# #USER# #USER# #USER# #USER# Merecen muchísimo la pena, sean cuantos sean.",0
24114,#HASHTAG# ya quisiera mas de una/o una cola aunque sea de marca blanca,1
24115,Nigeriano agrede a cuatro policías en Valencia y provoca a uno una brecha en la cabeza. #URL#,1
24116,"RT #USER#: #USER# Hoy nadie explica nada, como que no ha pasado, busco la noticia y........ nada",1
24117,RT #USER#: Isabel Díaz Ayuso cesa al vicepresidente Ignacio Aguado y a todos los consejeros de Ciudadanos,1
24118,RT #USER#: Contagiándose y muriéndose media España y perro sánchez de campaña electoral. Solo podría pasar en España,1
24119,"RT #USER#: Se ha muerto Quique San Francisco ¿no le podía haber tocado a Máximo Pradera, por ejemplo?",1
24120,"RT #USER#: #USER# Ah, pero ¿piensan?",1
24121,Ella es lo mejor que le puede pasar a alguien Y yo lo peor que le pudo pasar a ella.,1
24122,Hay conocidos y amigos #URL#,0
24123,#USER# Lo mismo me pasa a mi. No me canso de gritarlo pero es como predicar en el desierto,1
24124,"Bueno. Basta. ! Que grande el. Tero,. Me saco una sonrisa, acá sin luz hace 2 horas. Shit !!",0
24125,#USER# La panterita a los pies. 😍,0
24126,RT #USER#: 40 años del 'Manifiesto de los 2.300': los visionarios de la Cataluña que iba a venir #URL# por #USER#,0
24127,#USER# #USER# #USER# Cosa que por desgracia no pasará...,1
24128,#USER# #USER# #USER# #USER# #USER# La de tu perfil no quedo enterrada en las cunetas hace muchos años?🤣🤣🤣🤣❤️,1
24129,#USER# Y los 3 Fueron 4...,0
24130,"#USER# Lo de Villarejo ,si eso,se lo pregunta a la flamante #HASHTAG#",1
24131,¿Sabeis que es el primado negativo? Aqui teneis un ejemplo #URL#,1
24132,La verdad que no quiero volver a trabajar . Y eso que yo amo trabajar e!,0
24133,RT #USER#: #USER# La mía no hace falta que la compren!,1
24134,RT #USER#: Ciudadanos firma hoy su desaparición. Salven al soldado Toni Cantó.,1
24135,Es lo mas triste que leí hoy #URL#,0
24136,#USER# Es eso un si? 🤔,0
24137,#USER# #USER# #USER# Nunca me voy a olvidar de ese hilo,0
24138,Que alguien le diga que pare. ¿No tiene amigos o familia? #URL#,1
24139,RT #USER#: Vayan ahorrando pa mi regalo de cumpleaños pues,0
24140,#USER# #USER# Y para bailar con ellos. A mi me escribieron un DM cuando les recriminé lo que hacían y que era feo lo que hacían,1
24141,RT #USER#: Domingo de arrepentidas. #URL#,1
24142,Me ha llamado uno de amena y me ha dicho “vale churrete”,1
24143,RT #USER#: covid xfavor ya acabate sólo quiero vivir mi bida normal otra vez,0
24144,RT #USER#: Hombre! La Casta! #URL#,1
24145,RT #USER#: Llegada de la carroza imperial al museo nacional de historia #URL#,0
24146,Mira el penal con VAR que le cobraron a Marcone totalmente inventado por Diego Costa.,0
24147,"RT #USER#: De todo lo que me dijo, me quedo con lo que no necesitó palabras.",0
24148,"Manuel Cháves fe hotel palacio del retiro a coche oficial, este asco tb secundará la huelga?#HASHTAG#",1
24149,RT #USER#: Estos cbs diciendole a alguien “tienes millaje “y se tiran hasta con la prima si lo dejan,0
24150,RT #USER#: yo deje de creer en esa gente cuando a ***** le dieron el carnet de autista,0
24151,RT #USER#: #USER#. Un partido de firmes convicciones.,0
24152,"Se viene mi cumpleaños, quiero que me regalen paciencia",0
24153,#USER# #USER# #USER# #USER# #USER# #USER# #USER# Pues va a ser que tiene razón,0
24154,#USER# Que gran serie no me la perdia nunca de las mejores series que he visto,1
24155,Quiero qu tesoro quede tercero miauuuuu marramiamuia#HASHTAG#,0
24156,RT #USER#: Cuando te golpeas el dedo chiquito pie: #URL#,0
24157,#USER# Nada puede ser igual despues de eso,0
24158,#USER# OJALÁ y si con mayusculas.,0
24159,#USER# Neuronas listas te faltan como poco 🤪,0
24160,RT #USER#: No me lo puedo explicar #URL#,1
24161,Elena tiene muchas papeletas para salir el jueves... Es una vívora rastrera #HASHTAG# #URL#,0
24162,RT #USER#: ¿Y que debería hacer entonces?,1
24163,#USER# #USER# Me gusta ser agradecida y aunque yo esté mal me gusta animar a la gente,0
24164,"RT #USER#: ¿A quién benefició el 11-M? ¿A quién ha beneficiado el coronavirus? Casualidad, ¿verdad?",1
24165,Que dolor de cabeza,0
24166,#USER# Es que el Chileno es así,0
24167,Meruem hace unos meses me caia mal pero ahora me parece re lindo y tierno 😭😭😭,0
24168,RT #USER#: Todavía hay muy buena gente en Ciudadanos #USER# #USER#... pero me temo que ya no tienen cabida en el partido.,0
24169,"#USER# No eres vieja, solo tienes gusto por las cosas buenas",0
24170,"RT #USER#: #USER# #USER# #USER# Muchisimas felicidades,Maria!!! GRACIAS x tu fantastico trabajo!!😍😎😜🥂🎂😘",1
24171,"#USER# 😢D.E.P., lo siento muchísimo, de todo corazón.",1
24172,Qué bien se lo pasa #USER# 😍 #URL#,0
24173,"RT #USER#: Vamos fuego lento, almafuerte, quema barcos",0
24174,#USER# #USER# #USER# #USER# Me temo que te falta información. #URL#,1
24175,"RT #USER#: la primera marcha por el aborto legal en democracia fue el 7 de marzo de 1984. 36 años después, es ley 😭💚",0
24176,RT #USER#: Objetivo de vida: tener un patio donde poner un limonero,0
24177,"RT #USER#: 1986, la era del subsidio soviético. #URL#",0
24178,"Si me quieres trolear, hubieras elegido otra manera",0
24179,#USER# m voy a desactivar la cuenta los jueves,0
24180,"Estoy leyendo la lista de los vacunados VIP, los que están en nuestro Gobierno también tienen que RENUNCIAR, NO TE PARECE ALBERTO?",1
24181,"#USER# No creo, se convertirían en guetos y lugares musulmanes....... al tiempo",1
24182,RT #USER#: Cristián De La Fuente apoya a Carabineros #URL#,1
24183,Gracias y adelante. #URL#,0
24184,RT #USER#: Un dia mas que se va instalando y naturalizado la mentira.,0
24185,#USER# #USER# Me dan la vida eses videos tan bastos y a la vez hipnóticos. Me alegra el alma.,0
24186,"RT #USER#: #USER# lo de ""juntos eh, juntos chicos""? tremendo xD",1
24187,"RT #USER#: Que los dos partidos más corruptos de España sigan siendo los más votados, solo es posible gracias a un periodismo cómplice.",1
24188,me llamas asi y te bloqueo #URL#,0
24189,RT #USER#: 20 millones de católicos españoles reflexionaremos sobre el derribo de las sedes del PSOE.,0
24190,Podemos quedar como amigos y te acabo de explicar lo del accidente 🤕 #HASHTAG#,0
24191,#USER# puedes postear rodillas?,0
24192,"Algo que decir, #USER#? #URL#",0
24193,RT #USER#: “No existe el conocimiento para fabricar este virus” #URL#,1
24194,Poder Judicial cómplice de la violencia contra las mujeres en México: Vanessa Bauche | | Zona Roja #URL#,1
24195,#USER# le dedicaría todos mis poemas de amor al mate cocido con bollo de los días nublados,0
24196,RT #USER#: Roig utiliza 409 millones para premiar a sus trabajadores Montero utiliza 452 millones para pintar bancos de violeta,0
24197,"Mientras sigan siendo ""indígenas"" y no humanos, seguirán en la marginación y en el retraso, todos somos iguales. #HASHTAG#",1
24198,RT #USER#: Alerta alerta 🧐😳😨🥶 200.000 españoles nuevos inscritos en el censo. #URL#,1
24199,"RT #USER#: Haz RT y síguenos, sorteamos 3 camisetas semanalmente. 🆕 Mortal Ink ¡solo 10€ durante 24H! Consíguela ya 👉",0
24200,Jajjaja que cojones #URL#,0
24201,Que mosqueo tiene la #HASHTAG# jajaja 😂😂😂😂 Buenas tardes #HASHTAG# #HASHTAG# #USER# #HASHTAG# ...😘🤗😘🤗!!!,1
24202,#USER# #USER# #USER# les diría q no pero yo tmb estoy muy al pedo asi q vengan,0
24203,#USER# Aún está en tu TW? Me quiero reír un ratito JAJAJAJAJAJA,0
24204,"#USER# Tristemente, puedes tener mucha razón..",1
24205,#USER# Si no me operan (que me dirán el día 12...) 3 o 4 meses.,1
24206,#USER# hijo de puta,0
24207,Tomo con el cora roto por la que no estuvo aquí.,1
24208,RT #USER#: ayer pedí comida a domicilio y hoy me encuentro con esta escena #URL#,0
24209,"#HASHTAG# Jarvis, es su mayordomo y el de los Vengadores en los comics",0
24210,RT #USER#: Es sábado y ustedes los saben!!! Gilberto Correa | Parque del Este | Mamando | Cilia Flores | Conatel,0
24211,#USER# Esquina superior izquierda: “Viva la Pepsi jajajaja,1
24212,"#USER# Eso está clarísimo, buenos días.",1
24213,#USER# el gallo dijo q él podía pero le pichaste el reply,1
24214,#USER# Y para esto no hay virus ??? Y la gente no se da cuenta. Pues no hay más ciego que él que no quiere ver.,1
24215,"En 1 año España se ha convertido en una dictadura, Exprópiese! #URL#",1
24216,"#USER# Cambia la palabra ""intervencionista"" por puta mieerda",1
24217,#USER# Los prefieres sin Armas para poder echártelos? Comunista de mierda...,1
24218,"RT #USER#: Capturan a implicado en crimen de Alexander Parra, primer exfarc asesinado en un espacio de reincorporación",0
24219,RT #USER#: Será un PI ROPO.,1
24220,Un six pack diría un amigo #URL#,0
24221,RT #USER#: los blancos no tienen permitido hacer chistes racistas im not even sorry,0
24222,#USER# Pobre Pablo les salen rana,1
24223,RT #USER#: El Gobierno del PSOE nombrará consejera de Estado a Sáenz de Santamaría. Dentro vídeo. #URL#,1
24224,Los politicastros ciscándose en la LO de Protección de Datos. #URL#,1
24225,#USER# #USER# #HASHTAG# porque me encantaria jugar este juego #USER#,0
24226,RT #USER#: Daría mi vida por mi papá. 🙏,0
24227,#USER# Si sabe donde está con el maletin que es lo que queria es fria y calculadora sabe latin ha engañado a toda España,1
24228,RT #USER#: Poner casa es para valientes,0
24229,RT #USER#: ATENCIÓN!! Están quemando la catedral de Puerto Montt!! Señor Ten Piedad Que No Saben lo que hacen!! 😭😭😭,1
24230,RT #USER#: El paso de los años entre el maestro y el aprendiz #URL#,0
24231,ojala que todo se de 🤞🏻🔴,0
24232,#USER# Y espero q no cambien (como les ha pasado a otros).,1
24233,RT #USER#: q bien q le queda el rapado al costado a las pibas,0
24234,"RT #USER#: Votar el 1-O: ""Golpe de Estado"". Golpe de Estado: ""reclamar salida"" Hay que ilegalizar el Grupo Prisa.",1
24235,Madre mia como esta quedando mi isla del animal crossing. SE VIENEN COSITAS,0
24236,Nunca entenderéis lo que es ser del atleti. Os compadezco a todos. Gracias mama y papa por hacerme de este sentimiento,0
24237,Pa los que no duermen y van a recibir cares MIRA TU CUENTA NOWWW,0
24238,RT #USER#: Vox presentará una moción en el Ayuntamiento de Toledo para proteger las cruces cristianas #URL#,1
24239,RT #USER#: No se va a ninguna parte con el espíritu de imitación.,1
24240,RT #USER#: Pues... voy a ser papá!! 👶🏻 #URL#,1
24241,RT #USER#: #USER# Esa gente suelta y sin inhabilitar es muy peligrosa.,1
24242,"No me olvido😥, sin perdón 😠 Cuatro de cada 10 muertos por el coronavirus son competencia de Pablo Iglesias: #URL#",1
24243,Un poquito de historia y cultura no viene mal. #URL#,1
24244,"#USER# Dile al internet que te pague las fantas como el puto pelón de #USER#. A ver pendeja, dile",1
24245,"RT #USER#: ""Cuando los gánsteres deciden la suerte del Estado de Derecho..."". #USER# en #USER# #URL#",1
24246,RT #USER#: #HASHTAG# grabó video antes de atacar #HASHTAG# #HASHTAG# #URL#,1
24247,"RT #USER#: Para violencia, la que vimos el 1 de octubre contra personas que solo querian votar oigan",1
24248,Una mentira este torneo #URL#,0
24249,"- No sé, olvídalo... Sigo tripiado. - Hablame, me gusta hablar con las personas que están drogadas.",1
24250,"Y sí, somos iguales, pero os digo una cosa. Ser MUJER es la leche. Mujer, mujer. Sin complejos. #URL#",0
24251,"RT #USER#: Coño, el año nuevo chino. #URL#",1
24252,RT #USER#: Las personas fuertes también se rompen pero no hacen ruido.,1
24253,"Mi Lord Peña, romántico empedernido además de guapo, rico y el mejor presidente-jugador que ha tenido este país. #URL#",1
24254,Ya duró mucho septiembre no? Ya que se acabe alv,0
24255,"#USER# Amigo, quién gana el sábado?",1
24256,El sol sale a las 8 y se guarda a las 4.,0
24257,RT #USER#: El libro de Fernando Iglesias No sirve ni para limpiarse el ort@,1
24258,RT #USER#: El mejor oufit se deja para el 31 esta confirmadisimo,0
24259,RT #USER#: RT si crees que #HASHTAG# será la mejor película de la trilogía del Dios del Trueno. #URL#,0
24260,#USER# Frente de esa plaza está la oficina del partido comunista jajajaja,1
24261,"#USER# Vistas las pocas ganas de actuar, pues solo queda tragar.",0
24262,yo a las 3 de la mañana intentando hacer un tik tok #URL#,0
24263,"RT #USER#: Este domingo les compartimos una columna de opinión de Yoani Sánchez: ¿Y aquellos? Tampoco eran ""mercenarios""",0
24264,"RT #USER#: Un desastre, hasta hicieron desaparecer el hospital nuevo",0
24265,#USER# #USER# El caleño está caliente por que sacaron..... pilas pilas y lárguese luego,1
24266,#USER# Quien quiere dar un paseo #URL#,0
24267,"#USER# Con toda esa grasa corporal y todavía se queja de frío, que se haga revisar el coronavirus",1
24268,#USER# Y el sexo?,1
24269,"#USER# #USER# Ojo...y como te digo esto, te digo que no votaría a Casado jamás.",1
24270,#USER# Lo vi pero no entré a la gresca. Voy a echarte un capote ;),1
24271,#USER# yo juego a eso y te quejas,0
24272,"#USER# Ya me parecía que eran todos POLLERUDOS, Ahora se confirmó",1
24273,RT #USER#: Qué ganas de tomarme dos diazepam y luego conducir maquinaria agrícola.,0
24274,#USER# No se por qué intentan meternosla por activa y pasiva,1
24275,#USER# Ximena Ossandon pide perdón por su hijo Dino Gordillo,0
24276,"Hora de estudiar, sed malos 😇🥵",1
24277,"RT #USER#: Asesora presidencial aseguró que hay ""más de 60 millones de dosis"" #URL#",1
24278,No son más que basura. #URL#,0
24279,Ion me gusta mucho como presentas me encanta el programa es muy entretenido #URL#,1
24280,RT #USER#: Y la vacuna para los bomberos forestales cuando?? #URL#,0
24281,"vi el libero vs Maradona de nuevo y el diego se murió estando enojado con Bilardo, estoy destrozado",0
24282,"RT #USER#: no puedo creer que estaba preocupado por el partido, debí haber parecido un idiota",0
24283,RT #USER#: Ladrones. Roban dinero público para comprar aplausos a la infamia.,1
24284,#USER# No eres mas pendejo porque no te levantas más temprano #USER# 😂,1
24285,"RT #USER#: Esta semana será de cuarentena, o podré trabajar?",1
24286,"RT #USER#: A los Tamayazo en Murcia, qué os dan más miedo las elecciones en",1
24287,Este traba me esta arruinando la psiquis #URL#,0
24288,#USER# También muchos queremos que te vayas Alv #USER#,1
24289,RT #USER#: Los besos en el cuello son lo mejor que existe.,0
24290,RT #USER#: Nadie: Absolutamente nadie: Yo: ya no me querés más no?,0
24291,"Lo dijo un tal Cicerón en el año 63 a.C. Y entonces, el traidor se llamaba Catilina. #URL#",1
24292,RT #USER#: Vos tratando de reemplazarme🤣🤣🤣 #URL#,0
24293,#USER# #USER# #HASHTAG# lo que el viento no se llevo,0
24294,"RT #USER#: Eres lo que haces, no lo que dices que vas a hacer.",0
24295,RT #USER#: En un rato llenamos las calles otra vez. Nos vemos a las 12h en metro Carabanchel! #HASHTAG#,0
24296,"RT #USER#: Policía: tienes derecho a una llamada yo: Hola mamá, oye que hoy duermo en casa de un amigo vale???? Policía:",0
24297,#USER# No puedo estar más de acuerdo,1
24298,"Pretender ser antisistema por transformarte en un producto del sistema es, cuando menos, estúpido. #URL#",1
24299,Homenaje a Rosa Luxemburgo y a Liebknecht en Berlín en el aniversario de su asesinato #URL#,1
